longitude,latitude,station_name,climate_id,date/time (lst),temperature_c,dew_point_temp_c,relative_humidity,wind_speed_kmh,visibility_km,station_pressure_kpa,weather
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T00:00:00.000000,-1.8,-3.9,86,4,8.0,101.24,Fog
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T01:00:00.000000,-1.8,-3.7,87,4,8.0,101.24,Fog
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T02:00:00.000000,-1.8,-3.4,89,7,4.0,101.26,"Freezing Drizzle,Fog"
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T03:00:00.000000,-1.5,-3.2,88,6,4.0,101.27,"Freezing Drizzle,Fog"
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T04:00:00.000000,-1.5,-3.3,88,7,4.8,101.23,Fog
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T05:00:00.000000,-1.4,-3.3,87,9,6.4,101.27,Fog
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T06:00:00.000000,-1.5,-3.1,89,7,6.4,101.29,Fog
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T07:00:00.000000,-1.4,-3.6,85,7,8.0,101.26,Fog
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T08:00:00.000000,-1.4,-3.6,85,9,8.0,101.23,Fog
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T09:00:00.000000,-1.3,-3.1,88,15,4.0,101.2,Fog
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T10:00:00.000000,-1.0,-2.3,91,9,1.2,101.15,Fog
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T11:00:00.000000,-0.5,-2.1,89,7,4.0,100.98,Fog
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T12:00:00.000000,-0.2,-2.0,88,9,4.8,100.79,Fog
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T13:00:00.000000,0.2,-1.7,87,13,4.8,100.58,Fog
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T14:00:00.000000,0.8,-1.1,87,20,4.8,100.31,Fog
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T15:00:00.000000,1.8,-0.4,85,22,6.4,100.07,Fog
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T16:00:00.000000,2.6,-0.2,82,13,12.9,99.93,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T17:00:00.000000,3.0,0.0,81,13,16.1,99.81,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T18:00:00.000000,3.8,1.0,82,15,12.9,99.74,Rain
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T19:00:00.000000,3.1,1.3,88,15,12.9,99.68,Rain
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T20:00:00.000000,3.2,1.3,87,19,25.0,99.5,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T21:00:00.000000,4.0,1.7,85,20,25.0,99.39,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T22:00:00.000000,4.4,1.9,84,24,19.3,99.32,Rain Showers
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01T23:00:00.000000,5.3,2.0,79,30,25.0,99.31,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T00:00:00.000000,5.2,1.5,77,35,25.0,99.26,Rain Showers
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T01:00:00.000000,4.6,0.0,72,39,25.0,99.26,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T02:00:00.000000,3.9,-0.9,71,32,25.0,99.26,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T03:00:00.000000,3.7,-1.5,69,33,25.0,99.3,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T04:00:00.000000,2.9,-2.3,69,32,25.0,99.26,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T05:00:00.000000,2.6,-2.3,70,32,25.0,99.21,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T06:00:00.000000,2.3,-2.6,70,26,25.0,99.18,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T07:00:00.000000,2.0,-2.9,70,33,25.0,99.14,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T08:00:00.000000,1.9,-3.3,68,39,24.1,99.14,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T09:00:00.000000,1.8,-3.7,67,44,24.1,99.14,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T10:00:00.000000,1.5,-4.1,66,43,24.1,99.18,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T11:00:00.000000,2.2,-3.5,66,30,24.1,99.19,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T12:00:00.000000,1.7,-6.2,56,48,24.1,99.21,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T13:00:00.000000,1.1,-6.5,57,37,24.1,99.27,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T14:00:00.000000,1.1,-6.8,56,33,24.1,99.33,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T15:00:00.000000,0.0,-7.0,59,33,24.1,99.41,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T16:00:00.000000,-0.7,-8.7,55,24,24.1,99.5,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T17:00:00.000000,-2.1,-9.5,57,22,25.0,99.66,Snow Showers
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T18:00:00.000000,-4.1,-11.4,57,28,25.0,99.86,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T19:00:00.000000,-4.8,-12.1,57,24,25.0,100.0,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T20:00:00.000000,-5.6,-13.4,54,24,25.0,100.07,Snow Showers
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T21:00:00.000000,-5.8,-12.8,58,26,25.0,100.15,Snow Showers
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T22:00:00.000000,-7.0,-14.7,54,20,25.0,100.26,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02T23:00:00.000000,-7.4,-14.1,59,17,19.3,100.27,Snow Showers
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T00:00:00.000000,-9.0,-16.0,57,28,25.0,100.35,Snow Showers
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T01:00:00.000000,-9.7,-17.2,54,20,25.0,100.43,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T02:00:00.000000,-10.5,-15.8,65,22,12.9,100.53,Snow Showers
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T03:00:00.000000,-11.3,-18.7,54,33,25.0,100.61,Snow Showers
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T04:00:00.000000,-12.6,-20.1,53,24,25.0,100.68,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T05:00:00.000000,-12.9,-19.1,60,22,25.0,100.76,Snow Showers
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T06:00:00.000000,-13.3,-19.3,61,19,25.0,100.85,Snow Showers
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T07:00:00.000000,-14.0,-19.5,63,19,25.0,100.95,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T08:00:00.000000,-14.8,-21.3,58,26,24.1,101.07,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T09:00:00.000000,-15.0,-21.9,56,19,24.1,101.2,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T10:00:00.000000,-15.3,-22.2,56,24,24.1,101.29,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T11:00:00.000000,-14.9,-22.2,54,22,24.1,101.33,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T12:00:00.000000,-14.9,-22.6,52,20,24.1,101.34,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T13:00:00.000000,-15.1,-22.4,54,22,24.1,101.34,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T14:00:00.000000,-14.9,-22.9,50,22,24.1,101.38,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T15:00:00.000000,-14.8,-22.2,53,19,24.1,101.44,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T16:00:00.000000,-15.3,-22.9,52,22,24.1,101.51,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T17:00:00.000000,-15.8,-23.2,53,22,24.1,101.58,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T18:00:00.000000,-16.3,-23.8,52,24,25.0,101.64,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T19:00:00.000000,-16.9,-24.8,50,24,25.0,101.74,Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T20:00:00.000000,-17.3,-25.4,49,24,25.0,101.82,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T21:00:00.000000,-17.0,-24.6,52,15,25.0,101.86,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T22:00:00.000000,-17.1,-24.6,52,20,25.0,101.86,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03T23:00:00.000000,-17.3,-24.2,55,17,25.0,101.87,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T00:00:00.000000,-17.5,-24.2,56,13,25.0,101.88,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T01:00:00.000000,-17.9,-24.1,58,11,25.0,101.86,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T02:00:00.000000,-18.1,-23.8,61,15,25.0,101.89,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T03:00:00.000000,-18.5,-24.6,59,13,25.0,101.88,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T04:00:00.000000,-18.5,-24.6,59,13,25.0,101.82,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T05:00:00.000000,-18.6,-24.0,62,9,25.0,101.77,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T06:00:00.000000,-18.5,-24.1,61,11,25.0,101.74,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T07:00:00.000000,-18.2,-24.1,60,11,25.0,101.75,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T08:00:00.000000,-17.8,-24.2,57,17,24.1,101.73,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T09:00:00.000000,-16.8,-22.5,61,9,24.1,101.68,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T10:00:00.000000,-15.2,-20.6,63,7,24.1,101.54,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T11:00:00.000000,-14.2,-21.1,56,13,24.1,101.41,Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T12:00:00.000000,-13.7,-21.7,51,11,24.1,101.25,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T13:00:00.000000,-12.4,-20.1,53,11,24.1,101.07,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T14:00:00.000000,-11.3,-19.0,53,7,19.3,100.97,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T15:00:00.000000,-10.2,-16.3,61,11,9.7,100.89,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T16:00:00.000000,-9.4,-15.5,61,13,19.3,100.79,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T17:00:00.000000,-8.9,-13.2,71,9,4.8,100.76,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T18:00:00.000000,-8.9,-12.6,75,11,9.7,100.69,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T19:00:00.000000,-8.4,-12.7,71,9,16.1,100.65,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T20:00:00.000000,-7.8,-12.1,71,9,16.1,100.61,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T21:00:00.000000,-7.6,-11.6,73,7,11.3,100.54,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T22:00:00.000000,-9.5,-12.7,77,6,9.7,100.5,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04T23:00:00.000000,-9.6,-12.6,79,6,9.7,100.42,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T00:00:00.000000,-8.8,-11.7,79,4,9.7,100.32,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T01:00:00.000000,-7.5,-10.2,81,0,9.7,100.29,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T02:00:00.000000,-5.4,-8.3,80,9,8.0,100.28,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T03:00:00.000000,-5.0,-7.7,81,11,9.7,100.24,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T04:00:00.000000,-4.1,-6.5,83,9,4.8,100.21,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T05:00:00.000000,-7.0,-9.5,82,4,4.0,100.19,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T06:00:00.000000,-8.2,-10.7,82,6,6.4,100.26,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T07:00:00.000000,-7.1,-9.7,82,9,9.7,100.31,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T08:00:00.000000,-6.1,-9.1,79,11,9.7,100.39,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T09:00:00.000000,-6.6,-10.1,76,9,24.1,100.42,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T10:00:00.000000,-6.0,-10.0,73,17,48.3,100.45,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T11:00:00.000000,-5.6,-10.2,70,22,48.3,100.41,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T12:00:00.000000,-4.7,-9.6,69,20,48.3,100.38,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T13:00:00.000000,-4.4,-9.7,66,26,48.3,100.4,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T14:00:00.000000,-5.1,-10.7,65,22,48.3,100.46,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T15:00:00.000000,-4.3,-12.0,55,26,48.3,100.52,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T16:00:00.000000,-5.0,-12.7,55,19,24.1,100.6,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T17:00:00.000000,-6.7,-14.1,56,11,25.0,100.65,Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T18:00:00.000000,-7.1,-14.4,56,11,25.0,100.71,Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T19:00:00.000000,-9.2,-15.4,61,7,25.0,100.8,Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T20:00:00.000000,-9.8,-15.7,62,9,25.0,100.83,Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T21:00:00.000000,-9.0,-14.8,63,13,25.0,100.83,Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T22:00:00.000000,-9.9,-15.7,63,7,25.0,100.85,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05T23:00:00.000000,-9.4,-15.5,61,9,25.0,100.83,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T00:00:00.000000,-9.6,-16.8,56,13,25.0,100.81,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T01:00:00.000000,-10.0,-17.3,55,17,25.0,100.81,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T02:00:00.000000,-10.5,-16.5,61,9,25.0,100.84,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T03:00:00.000000,-10.6,-16.0,64,0,9.7,100.76,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T04:00:00.000000,-11.3,-16.1,68,15,3.2,100.7,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T05:00:00.000000,-11.8,-16.0,71,19,2.8,100.61,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T06:00:00.000000,-12.0,-16.2,71,22,4.8,100.58,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T07:00:00.000000,-14.4,-16.3,85,22,2.4,100.52,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T08:00:00.000000,-12.3,-16.2,73,24,11.3,100.51,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T09:00:00.000000,-12.5,-16.7,71,26,19.3,100.53,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T10:00:00.000000,-12.3,-16.3,72,28,16.1,100.47,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T11:00:00.000000,-12.0,-16.0,72,17,24.1,100.36,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T12:00:00.000000,-11.7,-15.4,74,28,19.3,100.23,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T13:00:00.000000,-11.9,-15.6,74,20,24.1,100.13,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T14:00:00.000000,-11.2,-14.8,75,19,19.3,100.07,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T15:00:00.000000,-11.5,-14.4,79,19,12.9,100.06,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T16:00:00.000000,-11.6,-14.7,78,19,19.3,100.1,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T17:00:00.000000,-11.2,-14.3,78,17,25.0,100.15,Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T18:00:00.000000,-10.5,-13.6,78,17,19.3,100.12,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T19:00:00.000000,-10.5,-13.4,79,15,25.0,100.13,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T20:00:00.000000,-10.2,-13.0,80,11,25.0,100.15,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T21:00:00.000000,-9.5,-12.5,79,9,25.0,100.13,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T22:00:00.000000,-9.3,-12.2,79,11,19.3,100.16,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06T23:00:00.000000,-9.0,-12.0,79,7,16.1,100.15,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-07T00:00:00.000000,-8.7,-11.7,79,6,16.1,100.13,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-07T01:00:00.000000,-8.5,-11.4,80,0,19.3,100.11,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-07T02:00:00.000000,-8.1,-11.1,79,4,19.3,100.15,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-07T03:00:00.000000,-7.8,-10.8,79,4,19.3,100.12,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-07T04:00:00.000000,-7.5,-10.5,79,6,19.3,100.1,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-07T05:00:00.000000,-6.9,-9.7,80,4,19.3,100.12,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-07T06:00:00.000000,-6.7,-9.5,80,7,16.1,100.12,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-07T07:00:00.000000,-7.0,-9.7,81,7,16.1,100.16,Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-07T08:00:00.000000,-6.4,-9.0,82,9,8.0,100.1,"Freezing Drizzle,Fog"
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-07T09:00:00.000000,-6.1,-8.7,82,7,9.7,100.15,"Freezing Rain,Fog"
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-07T10:00:00.000000,-5.7,-8.0,84,7,8.0,100.13,Freezing Rain
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-07T11:00:00.000000,-5.4,-7.7,84,9,9.7,100.08,Freezing Drizzle
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-07T12:00:00.000000,-5.5,-7.8,84,13,9.7,100.05,Freezing Drizzle
